ダウン,だうん,down; malfunction,サーバーがダウンしています。,The server is down.,verbal noun
主任,しゅにん,person in charge; chief,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>会計<rt>かいけい</rt></ruby> <ruby>主任<rt>しゅにん</rt></ruby>です。,She's a chief accountant.,noun
担任,たんにん,teacher in charge,<ruby>私<rt>わたし</rt></ruby>は３ <ruby>年生<rt>ねんせい</rt></ruby>のクラスを <ruby>担任<rt>たんにん</rt></ruby>しています。,I'm in charge of the third-grade class.,verbal noun
辞任,じにん,resignation,<ruby>社長<rt>しゃちょう</rt></ruby>の <ruby>辞任<rt>じにん</rt></ruby>が <ruby>決<rt>き</rt></ruby>まりました。,It's been decided that the president will resign.,verbal noun
委員,いいん,committee member; delegate,<ruby>彼<rt>かれ</rt></ruby>は <ruby>委員<rt>いいん</rt></ruby>に <ruby>選<rt>えら</rt></ruby>ばれました。,He was elected to the committee.,noun
委員会,いいんかい,committee,<ruby>明日<rt>あした</rt></ruby>、 <ruby>委員<rt>いいん</rt></ruby> <ruby>会<rt>かい</rt></ruby>が <ruby>開<rt>ひら</rt></ruby>かれます。,The committee meeting will be held tomorrow.,noun
勤め,つとめ,duty; work,<ruby>来月<rt>らいげつ</rt></ruby>で <ruby>勤<rt>つと</rt></ruby>めを <ruby>辞<rt>や</rt></ruby>めます。,I'll quit my job next month.,noun
勤め先,つとめさき,workplace,<ruby>私<rt>わたし</rt></ruby>の <ruby>勤<rt>つと</rt></ruby>め <ruby>先<rt>さき</rt></ruby>にご <ruby>連絡<rt>れんらく</rt></ruby>ください。,Please contact my office.,noun
勤勉,きんべん,diligent; hard-working,<ruby>彼<rt>かれ</rt></ruby>は <ruby>勤勉<rt>きんべん</rt></ruby>な <ruby>人<rt>ひと</rt></ruby>です。,He is a diligent person.,adjectival noun
公務員,こうむいん,public officer; civil servant,<ruby>私<rt>わたし</rt></ruby>の <ruby>父<rt>ちち</rt></ruby>は <ruby>公務員<rt>こうむいん</rt></ruby>です。,My father is a civil servant.,noun
ジャズ,じゃず,jazz,<ruby>昨日<rt>きのう</rt></ruby>の <ruby>夜<rt>よる</rt></ruby>、ジャズを <ruby>聴<rt>き</rt></ruby>きに <ruby>行<rt>い</rt></ruby>きました。,I went to a jazz concert last night.,noun
務め,つとめ,duty; task,<ruby>人々<rt>ひとびと</rt></ruby>を <ruby>守<rt>まも</rt></ruby>るのが <ruby>私<rt>わたし</rt></ruby>の <ruby>務<rt>つと</rt></ruby>めです。,It's my duty to protect people.,noun
勤務,きんむ,duty; work,<ruby>私<rt>わたし</rt></ruby>の <ruby>一<rt>いち</rt></ruby> <ruby>日<rt>にち</rt></ruby>の <ruby>勤務<rt>きんむ</rt></ruby> <ruby>時間<rt>じかん</rt></ruby>は８ <ruby>時間<rt>じかん</rt></ruby>です。,I work eight hours a day.,verbal noun
任務,にんむ,duty; mission,<ruby>彼<rt>かれ</rt></ruby>は <ruby>最後<rt>さいご</rt></ruby>まで <ruby>自分<rt>じぶん</rt></ruby>の <ruby>任務<rt>にんむ</rt></ruby>を <ruby>果<rt>は</rt></ruby>たした。,He fulfilled his duties to the end.,noun
事務員,じむいん,clerical staff,<ruby>新<rt>あたら</rt></ruby>しい <ruby>事務<rt>じむ</rt></ruby> <ruby>員<rt>いん</rt></ruby>が <ruby>入<rt>はい</rt></ruby>りました。,A new clerk has joined us.,noun
従来,じゅうらい,up to now; conventional,このプリンターは <ruby>従来<rt>じゅうらい</rt></ruby>のものより <ruby>速<rt>はや</rt></ruby>い。,This printer works faster than conventional models.,noun
従業員,じゅうぎょういん,employee; worker,<ruby>会社<rt>かいしゃ</rt></ruby>は <ruby>従業<rt>じゅうぎょう</rt></ruby> <ruby>員<rt>いん</rt></ruby>の <ruby>数<rt>かず</rt></ruby>を <ruby>増<rt>ふ</rt></ruby>やす <ruby>予定<rt>よてい</rt></ruby>だ。,The company plans to increase the number of employees.,noun
雇用,こよう,employment; hiring,<ruby>彼<rt>かれ</rt></ruby>はその <ruby>会社<rt>かいしゃ</rt></ruby>と <ruby>雇用<rt>こよう</rt></ruby> <ruby>契約<rt>けいやく</rt></ruby>を <ruby>結<rt>むす</rt></ruby>んだの。,He signed an employment contract with the company.,verbal noun
業績,ぎょうせき,(academic or business) achievement; performance,<ruby>彼<rt>かれ</rt></ruby>の <ruby>今月<rt>こんげつ</rt></ruby>の <ruby>業績<rt>ぎょうせき</rt></ruby>は <ruby>素晴<rt>すば</rt></ruby>らしいです。,His performance this month is incredible.,noun
応募,おうぼ,application (for a job; etc.),<ruby>求人<rt>きゅうじん</rt></ruby>に <ruby>多数<rt>たすう</rt></ruby>の <ruby>応募<rt>おうぼ</rt></ruby>があった。,There were a lot of applications for the job opening.,verbal noun
まして,まして,much more,<ruby>他人<rt>たにん</rt></ruby>でも <ruby>悲<rt>かな</rt></ruby>しいのだから、まして <ruby>本人<rt>ほんにん</rt></ruby>はどれほどでしょう。,Even total strangers are mourning; so imagine how the person in question must feel.,adverb
収集,しゅうしゅう,collection; gathering,<ruby>彼<rt>かれ</rt></ruby>の <ruby>趣味<rt>しゅみ</rt></ruby>は <ruby>切手<rt>きって</rt></ruby> <ruby>収集<rt>しゅうしゅう</rt></ruby>です。,His hobby is collecting stamps.,verbal noun
採点,さいてん,marking; grading,<ruby>先生<rt>せんせい</rt></ruby>は <ruby>試験<rt>しけん</rt></ruby>の <ruby>採点<rt>さいてん</rt></ruby>が <ruby>終<rt>お</rt></ruby>わったようね。,It seems that the teacher has finished grading the exams.,verbal noun
採算,さいさん,profitability,コストがこんなに <ruby>高<rt>たか</rt></ruby>くては <ruby>採算<rt>さいさん</rt></ruby>が <ruby>取<rt>と</rt></ruby>れません。,With such high costs; we won't be able to make any profit.,noun
月給,げっきゅう,monthly salary,<ruby>月給<rt>げっきゅう</rt></ruby>は <ruby>毎月<rt>まいつき</rt></ruby>２５ <ruby>日<rt>にち</rt></ruby>に <ruby>支給<rt>しきゅう</rt></ruby>されます。,My salary is paid on the 25th of every month.,noun
時給,じきゅう,hourly wage,この <ruby>仕事<rt>しごと</rt></ruby>は <ruby>時給<rt>じきゅう</rt></ruby>１０００ <ruby>円<rt>えん</rt></ruby>です。,You get an hourly wage of 1000 yen in this job.,noun
退職,たいしょく,retirement; quitting a job,<ruby>私<rt>わたし</rt></ruby>は <ruby>今月<rt>こんげつ</rt></ruby>いっぱいで <ruby>退職<rt>たいしょく</rt></ruby>します。,I'm quitting my job at the end of this month.,verbal noun
退学,たいがく,dropping out of school,<ruby>弟<rt>おとうと</rt></ruby>は <ruby>高校<rt>こうこう</rt></ruby>を <ruby>退学<rt>たいがく</rt></ruby>しました。,My little brother dropped out of high school.,verbal noun
早退,そうたい,leaving earlier than usual,<ruby>具合<rt>ぐあい</rt></ruby>が <ruby>悪<rt>わる</rt></ruby>かったので <ruby>仕事<rt>しごと</rt></ruby>を <ruby>早退<rt>そうたい</rt></ruby>しました。,I wasn't feeling well; so I left work earlier than usual.,verbal noun
おしまい,おしまい,end,<ruby>話<rt>はなし</rt></ruby>はこれでおしまいです。,This is the end of the story.,noun
理屈,りくつ,reason; logic,<ruby>彼<rt>かれ</rt></ruby>には <ruby>理屈<rt>りくつ</rt></ruby>が <ruby>通<rt>つう</rt></ruby>じない。,You can't reason with him.,noun
条約,じょうやく,treaty,２ <ruby>国<rt>こく</rt></ruby> <ruby>間<rt>かん</rt></ruby>で <ruby>条約<rt>じょうやく</rt></ruby>が <ruby>結<rt>むす</rt></ruby>ばれました。,A treaty was concluded between the two countries.,noun
お参り,おまいり,visiting a shrine or temple,<ruby>家族<rt>かぞく</rt></ruby>でお <ruby>寺<rt>てら</rt></ruby>にお <ruby>参<rt>まい</rt></ruby>りに <ruby>行<rt>い</rt></ruby>きました。,I paid a visit to the temple with my family.,verbal noun
参議院,さんぎいん,House of Councilors; Upper House,<ruby>彼<rt>かれ</rt></ruby>は <ruby>参議院<rt>さんぎいん</rt></ruby> <ruby>議員<rt>ぎいん</rt></ruby>です。,He is a member of the House of Councilors.,noun
参考書,さんこうしょ,reference book,この <ruby>参考<rt>さんこう</rt></ruby> <ruby>書<rt>しょ</rt></ruby>はとても <ruby>役<rt>やく</rt></ruby>に <ruby>立<rt>た</rt></ruby>つよ。,This reference book is very useful.,noun
惨め,みじめ,miserable; pitiful,<ruby>彼<rt>かれ</rt></ruby>は <ruby>惨<rt>みじ</rt></ruby>めな <ruby>気持<rt>きも</rt></ruby>ちになったの。,He felt miserable.,adjectival noun
追い出す,おいだす,throw out; kick out,<ruby>彼<rt>かれ</rt></ruby>は <ruby>家<rt>いえ</rt></ruby>から <ruby>追<rt>お</rt></ruby>い <ruby>出<rt>だ</rt></ruby>された。,He got kicked out from his house.,verb
比率,ひりつ,ratio; proportion,ＩＴ <ruby>業界<rt>ぎょうかい</rt></ruby>は <ruby>女性<rt>じょせい</rt></ruby>の <ruby>比率<rt>ひりつ</rt></ruby>が <ruby>低<rt>ひく</rt></ruby>い。,The ratio of female workers in the IT industry is low.,noun
対比,たいひ,contrast; comparison,この <ruby>絵<rt>え</rt></ruby>は <ruby>赤<rt>あか</rt></ruby>と <ruby>黒<rt>くろ</rt></ruby>の <ruby>対比<rt>たいひ</rt></ruby>が <ruby>美<rt>うつく</rt></ruby>しいですね。,The red and black contrast in this picture is beautiful.,verbal noun
いかにも,いかにも,indeed; as if,<ruby>彼<rt>かれ</rt></ruby>はいかにもスポーツマンらしいですね。,He indeed looks like an athlete.,adverb
見比べる,みくらべる,look and compare,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>二人<rt>ふたり</rt></ruby>の <ruby>顔<rt>かお</rt></ruby>を <ruby>見比<rt>みくら</rt></ruby>べたの。,She looked alternately at the two of them; reading their faces.,verb
判決,はんけつ,judicial decision; judgment,<ruby>判決<rt>はんけつ</rt></ruby>が <ruby>下<rt>くだ</rt></ruby>された。,Judgment has been made.,noun
反感,はんかん,antipathy,<ruby>俺<rt>おれ</rt></ruby>たちは <ruby>彼<rt>かれ</rt></ruby>の <ruby>言動<rt>げんどう</rt></ruby>に <ruby>反感<rt>はんかん</rt></ruby>をもったね。,We felt antipathy toward his conduct.,noun
空想,くうそう,fantasy; daydreams,<ruby>彼<rt>かれ</rt></ruby>は <ruby>空想<rt>くうそう</rt></ruby>にふけっているの。,He's daydreaming.,verbal noun
現像,げんぞう,developing a film,このフィルムを <ruby>現像<rt>げんぞう</rt></ruby>してください。,Please develop this film.,verbal noun
気象,きしょう,weather condition,テレビで <ruby>明日<rt>あす</rt></ruby>の <ruby>気象<rt>きしょう</rt></ruby> <ruby>情報<rt>じょうほう</rt></ruby>を <ruby>確認<rt>かくにん</rt></ruby>したよ。,I checked tomorrow's weather forecast on TV.,noun
障子,しょうじ,paper sliding-door,<ruby>猫<rt>ねこ</rt></ruby>が <ruby>障子<rt>しょうじ</rt></ruby>を <ruby>破<rt>やぶ</rt></ruby>った。,The cat tore the paper sliding door.,noun
保障,ほしょう,guarantee; security,<ruby>私<rt>わたし</rt></ruby>があなたの <ruby>安全<rt>あんぜん</rt></ruby>を <ruby>保障<rt>ほしょう</rt></ruby>します。,I guarantee your safety.,verbal noun
負傷,ふしょう,hurt; injury,その <ruby>事故<rt>じこ</rt></ruby>で <ruby>多<rt>おお</rt></ruby>くの <ruby>人<rt>ひと</rt></ruby>が <ruby>負傷<rt>ふしょう</rt></ruby>したの。,Many people were injured in the accident.,verbal noun
リード,りーど,the lead; taking a lead,<ruby>彼<rt>かれ</rt></ruby>は <ruby>彼女<rt>かのじょ</rt></ruby>をリードしながら <ruby>踊<rt>おど</rt></ruby>ったね。,He led her in the dance.,verbal noun
傷つく,きずつく,get hurt,<ruby>私<rt>わたし</rt></ruby>は <ruby>彼女<rt>かのじょ</rt></ruby>の <ruby>言葉<rt>ことば</rt></ruby>に <ruby>傷<rt>きず</rt></ruby>つきました。,Her words hurt me.,verb
変換,へんかん,change; conversion,ひらがなをカタカナに <ruby>変換<rt>へんかん</rt></ruby>しました。,I converted hiragana into katakana.,verbal noun
言い換える,いいかえる,paraphrase; express in different words,<ruby>彼<rt>かれ</rt></ruby>は <ruby>易<rt>やさ</rt></ruby>しい <ruby>言葉<rt>ことば</rt></ruby>に <ruby>言<rt>い</rt></ruby>い <ruby>換<rt>か</rt></ruby>えたんだ。,He paraphrased it in easy language.,verb
交替,こうたい,shift; taking turns,<ruby>家<rt>いえ</rt></ruby>まで <ruby>交替<rt>こうたい</rt></ruby>で <ruby>荷物<rt>にもつ</rt></ruby>を <ruby>持<rt>も</rt></ruby>ちました。,We took turns carrying the luggage home.,verbal noun
立て替える,たてかえる,pay for others (for the time being),お <ruby>金<rt>かね</rt></ruby>がないなら <ruby>私<rt>わたし</rt></ruby>が <ruby>立<rt>た</rt></ruby>て <ruby>替<rt>か</rt></ruby>えておきます。,If you don't have any money; I'll pay for you for the time being.,verb
災難,さいなん,calamity; misfortune,<ruby>旅先<rt>たびさき</rt></ruby>で <ruby>思<rt>おも</rt></ruby>いがけない <ruby>災難<rt>さいなん</rt></ruby>にあいました。,We had an unexpected misfortune on the trip.,noun
天災,てんさい,natural disaster,<ruby>天災<rt>てんさい</rt></ruby>を <ruby>防<rt>ふせ</rt></ruby>ぐことはできません。,Natural disasters cannot be prevented.,noun
災害,さいがい,disaster,<ruby>地震<rt>じしん</rt></ruby>は <ruby>自然<rt>しぜん</rt></ruby> <ruby>災害<rt>さいがい</rt></ruby>の <ruby>一<rt>ひと</rt></ruby>つです。,Earthquakes are one type of natural disaster.,noun
有害,ゆうがい,harmful; hazardous,この <ruby>材料<rt>ざいりょう</rt></ruby>は <ruby>有害<rt>ゆうがい</rt></ruby>だよ。,This material is hazardous.,adjectival noun
つぶやく,つぶやく,mutter; murmur,<ruby>彼<rt>かれ</rt></ruby>は <ruby>一<rt>いち</rt></ruby> <ruby>人<rt>にん</rt></ruby>で <ruby>何<rt>なに</rt></ruby>かつぶやいていたの。,He was muttering something to himself.,verb
水害,すいがい,flood damage,<ruby>水害<rt>すいがい</rt></ruby>でたくさんの <ruby>人<rt>ひと</rt></ruby>が <ruby>家<rt>いえ</rt></ruby>を <ruby>失<rt>うしな</rt></ruby>ったの。,A great number of people lost their homes due to flood damage.,noun
無害,むがい,harmless,この <ruby>農薬<rt>のうやく</rt></ruby>は <ruby>人<rt>ひと</rt></ruby>には <ruby>無害<rt>むがい</rt></ruby>です。,This pesticide is harmless to humans.,adjectival noun
被せる,かぶせる,cover (something),<ruby>本<rt>ほん</rt></ruby>にカバーを <ruby>被<rt>かぶ</rt></ruby>せたの。,I put a cover on the book.,verb
破壊,はかい,breaking; destruction,<ruby>自然<rt>しぜん</rt></ruby>の <ruby>破壊<rt>はかい</rt></ruby>が <ruby>進<rt>すす</rt></ruby>んでいるのよ。,The destruction of nature is becoming widespread.,verbal noun
救い,すくい,rescue; relief,<ruby>娘<rt>むすめ</rt></ruby>の <ruby>存在<rt>そんざい</rt></ruby>が <ruby>私<rt>わたし</rt></ruby>の <ruby>救<rt>すく</rt></ruby>いでした。,The presence of my daughter emotionally saved me.,noun
支援,しえん,support; backing,<ruby>彼<rt>かれ</rt></ruby>の <ruby>支援<rt>しえん</rt></ruby>がなかったらどうなっていたか。,What would have happened without his support?,verbal noun
派出所,はしゅつじょ,police box; police station,<ruby>派出所<rt>はしゅつじょ</rt></ruby>にだれもいないな。,There's no one in the police box.,noun
派遣,はけん,dispatch; sending,<ruby>彼<rt>かれ</rt></ruby>はイギリスに <ruby>派遣<rt>はけん</rt></ruby>されました。,He was sent to England.,verbal noun
オーバー,おーばー,exaggerated; overly done,<ruby>彼<rt>かれ</rt></ruby>の <ruby>話<rt>はなし</rt></ruby>はいつもオーバーです。,His story is always exaggerated.,adjectival noun
管,かん,pipe; tube,ガス <ruby>管<rt>かん</rt></ruby>が <ruby>爆発<rt>ばくはつ</rt></ruby>しました。,The gas pipe exploded.,noun
犯す,おかす,commit (a crime); make (a mistake),<ruby>彼<rt>かれ</rt></ruby>は <ruby>大<rt>おお</rt></ruby>きな <ruby>過<rt>あやま</rt></ruby>ちを <ruby>犯<rt>おか</rt></ruby>している。,He's making a big mistake.,verb
盗難,とうなん,theft,<ruby>昨夜<rt>さくや</rt></ruby>、 <ruby>自転車<rt>じてんしゃ</rt></ruby>の <ruby>盗難<rt>とうなん</rt></ruby>にあったよ。,My bicycle was stolen last night.,noun
殺人,さつじん,murder; homicide,その <ruby>殺人<rt>さつじん</rt></ruby> <ruby>事件<rt>じけん</rt></ruby>は <ruby>白昼<rt>はくちゅう</rt></ruby>に <ruby>起<rt>お</rt></ruby>こったんだ。,The murder was committed during daylight.,noun
逃がす,にがす,let (someone/something) to escape,<ruby>釣<rt>つ</rt></ruby>った <ruby>魚<rt>さかな</rt></ruby>を <ruby>逃<rt>に</rt></ruby>がしました。,I let go of the fish I had caught.,verb
逃げ出す,にげだす,run away; escape,トラがおりから <ruby>逃<rt>に</rt></ruby>げ <ruby>出<rt>だ</rt></ruby>しました。,A tiger escaped from the cage.,verb
逃げ道,にげみち,escape route,<ruby>失敗<rt>しっぱい</rt></ruby>したときの <ruby>逃<rt>に</rt></ruby>げ <ruby>道<rt>みち</rt></ruby>を <ruby>考<rt>かんが</rt></ruby>えたの。,I considered my escape route in case I failed.,noun
挑戦,ちょうせん,challenge,<ruby>彼<rt>かれ</rt></ruby>は <ruby>新<rt>あたら</rt></ruby>しいことに <ruby>挑戦<rt>ちょうせん</rt></ruby>している。,He's taking on a new challenge.,verbal noun
敗戦,はいせん,lost battle; defeat,<ruby>敗戦<rt>はいせん</rt></ruby>の <ruby>原因<rt>げんいん</rt></ruby>は <ruby>何<rt>なん</rt></ruby>だろう。,I wonder what the cause of defeat was.,verbal noun
つながる,つながる,be connected; be linked,<ruby>電話<rt>でんわ</rt></ruby>がつながりません。,Phone calls aren't getting through.,verb
戦後,せんご,postwar period,<ruby>戦後<rt>せんご</rt></ruby>の <ruby>日本<rt>にっぽん</rt></ruby>は <ruby>混乱<rt>こんらん</rt></ruby>していました。,Japan was in chaos in the aftermath of World War II.,noun
戦前,せんぜん,prewar period,<ruby>戦前<rt>せんぜん</rt></ruby>の <ruby>生活<rt>せいかつ</rt></ruby>は <ruby>今<rt>いま</rt></ruby>と <ruby>全<rt>まった</rt></ruby>く <ruby>違<rt>ちが</rt></ruby>いました。,Life in the prewar era was quite different from that of now.,noun
戦場,せんじょう,battlefield,<ruby>祖父<rt>そふ</rt></ruby>は <ruby>戦場<rt>せんじょう</rt></ruby>に <ruby>行<rt>い</rt></ruby>ったことがあるそうです。,I heard that my grandfather has been to the battlefield.,noun
戦死,せんし,death in war,<ruby>祖父<rt>そふ</rt></ruby>は <ruby>戦死<rt>せんし</rt></ruby>しました。,My grandfather died in the war.,verbal noun
争い,あらそい,conflict; battle,その <ruby>地域<rt>ちいき</rt></ruby>では <ruby>争<rt>あらそ</rt></ruby>いが <ruby>絶<rt>た</rt></ruby>えません。,There are ceaseless conflicts in that region.,noun
混ざる,まざる,be mixed; be stirred,<ruby>水<rt>みず</rt></ruby>と <ruby>油<rt>あぶら</rt></ruby>は <ruby>混<rt>ま</rt></ruby>ざりません。,Water and oil don't mix.,verb
乱れる,みだれる,be disordered; get messed up,<ruby>風<rt>かぜ</rt></ruby>で <ruby>髪<rt>かみ</rt></ruby>が <ruby>乱<rt>みだ</rt></ruby>れたね。,Your hair got messed up in the wind.,verb
乱す,みだす,throw (something) into disorder; corrupt (something),<ruby>彼<rt>かれ</rt></ruby>は <ruby>風紀<rt>ふうき</rt></ruby>を <ruby>乱<rt>みだ</rt></ruby>している。,He's corrupting public morals.,verb
統合,とうごう,integration; merging,<ruby>三<rt>みっ</rt></ruby>つの <ruby>町<rt>まち</rt></ruby>が <ruby>統合<rt>とうごう</rt></ruby>されて <ruby>新<rt>あたら</rt></ruby>しい <ruby>市<rt>し</rt></ruby>が <ruby>誕生<rt>たんじょう</rt></ruby>したのよ。,A new city was formed by the merging of three towns.,verbal noun
よほど,よほど,very; by far,<ruby>今日<rt>きょう</rt></ruby>の <ruby>遠足<rt>えんそく</rt></ruby>はよほど <ruby>楽<rt>たの</rt></ruby>しかったらしい。,The field trip today must have been very fun.,adverb
総会,そうかい,general meeting,<ruby>来月<rt>らいげつ</rt></ruby>の <ruby>総会<rt>そうかい</rt></ruby>は <ruby>東京<rt>とうきょう</rt></ruby>で <ruby>行<rt>おこな</rt></ruby>われます。,The general meeting next month will be held in Tokyo.,noun
総理,そうり,prime minister,<ruby>総理<rt>そうり</rt></ruby>はヨーロッパを <ruby>訪問<rt>ほうもん</rt></ruby> <ruby>中<rt>ちゅう</rt></ruby>です。,The prime minister is currently visiting Europe.,noun
総数,そうすう,total (number),<ruby>参加<rt>さんか</rt></ruby> <ruby>者<rt>しゃ</rt></ruby>の <ruby>総数<rt>そうすう</rt></ruby>は７０５ <ruby>人<rt>にん</rt></ruby>でした。,The total number of participants was 705.,noun
捜す,さがす,look for; search for,<ruby>警察<rt>けいさつ</rt></ruby>がその <ruby>男<rt>おとこ</rt></ruby>を <ruby>捜<rt>さが</rt></ruby>しているの。,The police are searching for the man.,verb
捜査,そうさ,criminal investigation; search,その <ruby>殺人<rt>さつじん</rt></ruby> <ruby>事件<rt>じけん</rt></ruby>の <ruby>捜査<rt>そうさ</rt></ruby>は２ <ruby>年間<rt>ねんかん</rt></ruby> <ruby>続<rt>つづ</rt></ruby>きました。,The investigation of the murder case continued for two years.,verbal noun
索引,さくいん,index,<ruby>索引<rt>さくいん</rt></ruby>はたいてい <ruby>本<rt>ほん</rt></ruby>の <ruby>後<rt>うし</rt></ruby>ろについていますよ。,The index can be usually found at the end of the book.,noun
検索,けんさく,search,ネットで <ruby>自分<rt>じぶん</rt></ruby>の <ruby>名前<rt>なまえ</rt></ruby>を <ruby>検索<rt>けんさく</rt></ruby>してみた。,I searched my name on the Internet.,verbal noun
深まる,ふかまる,deepen; become deeper,<ruby>二人<rt>ふたり</rt></ruby>の <ruby>愛<rt>あい</rt></ruby>はますます <ruby>深<rt>ふか</rt></ruby>まっているね。,Their love has become deeper and deeper.,verb
きっちり,きっちり,exactly; precisely,<ruby>彼女<rt>かのじょ</rt></ruby>はきっちり３ <ruby>時<rt>じ</rt></ruby>に <ruby>来<rt>き</rt></ruby>たわ。,She came precisely at three o'clock.,adverb
注意深い,ちゅういぶかい,careful,<ruby>彼<rt>かれ</rt></ruby>は <ruby>注意深<rt>ちゅういぶか</rt></ruby>い <ruby>人<rt>ひと</rt></ruby>です。,He's a careful person.,adjective
深める,ふかめる,deepen (understanding; knowledge; etc.),<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>異<rt>い</rt></ruby> <ruby>文化<rt>ぶんか</rt></ruby>に <ruby>対<rt>たい</rt></ruby>する <ruby>理解<rt>りかい</rt></ruby>を <ruby>深<rt>ふか</rt></ruby>めたね。,She deepened her understanding of different cultures.,verb
落第,らくだい,failing an exam,このテストに <ruby>失敗<rt>しっぱい</rt></ruby>したら <ruby>落第<rt>らくだい</rt></ruby>です。,You're going to flunk if you fail this test.,verbal noun
見落とす,みおとす,miss; fail to notice,<ruby>間違<rt>まちが</rt></ruby>いを <ruby>見落<rt>みお</rt></ruby>としたの。,I failed to notice a mistake.,verb
落ち着き,おちつき,calm; composure,<ruby>弟<rt>おとうと</rt></ruby>は <ruby>落<rt>お</rt></ruby>ち <ruby>着<rt>つ</rt></ruby>きが <ruby>足<rt>た</rt></ruby>りません。,My little brother lacks composure.,noun
段落,だんらく,paragraph,<ruby>次<rt>つぎ</rt></ruby>の <ruby>段落<rt>だんらく</rt></ruby>を <ruby>読<rt>よ</rt></ruby>んでください。,Please read the next paragraph.,noun
流行,りゅうこう,fashion; trend,このスタイルは <ruby>今年<rt>ことし</rt></ruby>の <ruby>流行<rt>りゅうこう</rt></ruby>です。,This style is in fashion this year.,verbal noun
三流,さんりゅう,third-rate,<ruby>彼<rt>かれ</rt></ruby>は <ruby>三流<rt>さんりゅう</rt></ruby> <ruby>大学<rt>だいがく</rt></ruby>を <ruby>出<rt>で</rt></ruby>たが、 <ruby>今<rt>いま</rt></ruby>は <ruby>社長<rt>しゃちょう</rt></ruby>だよ。,He went to a third-rate college but is now a company president.,noun
流通,りゅうつう,circulation; distribution,<ruby>今日<rt>きょう</rt></ruby>は <ruby>流通<rt>りゅうつう</rt></ruby>の <ruby>仕組<rt>しく</rt></ruby>みを <ruby>勉強<rt>べんきょう</rt></ruby>しましょう。,Let's study the distribution mechanism today.,verbal noun
おまけ,おまけ,free gift; discount,<ruby>八百屋<rt>やおや</rt></ruby>さんでたくさんおまけしてもらったよ。,I got many freebies at the vegetable store.,verbal noun
二流,にりゅう,second-rate; second-class,<ruby>彼<rt>かれ</rt></ruby>はまだまだ <ruby>二流<rt>にりゅう</rt></ruby>の <ruby>芸人<rt>げいにん</rt></ruby>だね。,He's still a second-rate performer.,noun
海流,かいりゅう,ocean current,ここで <ruby>二<rt>ふた</rt></ruby>つの <ruby>海流<rt>かいりゅう</rt></ruby>が <ruby>出合<rt>であ</rt></ruby>っている。,The two ocean currents converge here.,noun
上流,じょうりゅう,upstream,<ruby>上流<rt>じょうりゅう</rt></ruby>には <ruby>滝<rt>たき</rt></ruby>があります。,There is a waterfall upstream.,noun
